Project,ID,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Best Practice Rules,Clone Metric Rules,Code Style Rules,Cohesion Metric Rules,Complexity Metric Rules,Coupling Metric Rules,Design Rules,Documentation Metric Rules,Documentation Rules,Error Prone Rules,Inheritance Metric Rules,Multithreading Rules,Performance Rules,Security Rules,Size Metric Rules,isDefective,
junit4,L4887,ResultMatchers$1,org.junit.experimental.results.ResultMatchers$1,L4278,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\results\ResultMatchers.java,38,55,47,10,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,10,0,0,0,0,2,0,2,0,2,2,0,2,0,9,10,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,8,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
junit4,L4896,ResultMatchers$2,org.junit.experimental.results.ResultMatchers$2,L4893,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\results\ResultMatchers.java,54,42,62,10,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,9,0,0,0,0,2,0,2,0,2,2,0,2,0,8,9,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,8,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
junit4,L4904,ResultMatchers$3,org.junit.experimental.results.ResultMatchers$3,L4901,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\results\ResultMatchers.java,71,55,81,10,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,10,11,0,0,0,0,2,0,2,0,2,3,0,2,0,10,11,0,0,0,0,2,0,2,0,2,3,0,2,0,0,0,8,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
junit4,L4913,ResultMatchers$4,org.junit.experimental.results.ResultMatchers$4,L4910,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\results\ResultMatchers.java,89,55,98,10,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,9,10,0,0,0,0,2,0,2,0,2,2,0,2,0,9,10,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,8,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
junit4,L4985,AllMembersSupplier$MethodParameterValue,org.junit.experimental.theories.internal.AllMembersSupplier$MethodParameterValue,L4980,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\theories\internal\AllMembersSupplier.java,24,5,53,6,0,0,0,0,0,0,0,0,0,1,1,7,6,1,1,7,10,0,0,0,0,0,3,0,0,1,1,0,0,1,26,30,1,2,1,2,3,0,2,0,4,9,0,3,0,26,30,1,2,1,2,3,0,2,0,4,9,0,3,0,0,0,9,5,0,2,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0
junit4,L5435,PotentialAssignment$1,org.junit.experimental.theories.PotentialAssignment$1,L5084,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\theories\PotentialAssignment.java,18,42,46,10,0,0,0,0,0,0,0,0,1,2,2,5,1,0,0,0,3,0,0,0,0,0,4,0,0,1,1,0,0,1,25,29,0,2,0,2,3,0,3,0,4,9,0,4,0,25,29,0,2,0,2,3,0,3,0,4,9,0,4,0,0,0,9,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0
junit4,L4605,MaxCore$1$1,org.junit.experimental.max.MaxCore$1$1,L4602,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\max\MaxCore.java,114,64,115,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,7,0,0,1,2,2,6,7,0,0,0,0,0,0,43,0,0,11,1,2,2,6,7,0,0,0,0,0,0,43,0,0,11,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
junit4,L5567,Theories$TheoryAnchor$1,org.junit.experimental.theories.Theories$TheoryAnchor$1,L5555,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\theories\Theories.java,223,56,265,14,0,0,0,0,0,0,0,0,4,1,1,5,8,1,1,7,11,0,0.04,1,0,0,3,0.027027,1,4,7,0,0,1,24,30,8,9,0,0,4,0,2,0,69,7,0,11,1,36,43,8,9,0,0,5,0,3,0,70,12,0,12,1,0,1,19,1,0,0,0,0,1,0,0,0,16,0,2,1,0,0,0,0,1,0
junit4,L5600,Theories$TheoryAnchor$2,org.junit.experimental.theories.Theories$TheoryAnchor$2,L5590,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\theories\Theories.java,270,36,281,14,0,0,0,0,0,0,0,0,1,1,1,2,5,0,0,4,5,0,0,0,0,0,2,0,0,1,1,0,0,1,10,12,0,0,0,0,1,0,1,0,1,4,0,1,0,10,12,0,0,0,0,1,0,1,0,1,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L5576,Theories$TheoryAnchor$1$1,org.junit.experimental.theories.Theories$TheoryAnchor$1$1,L5563,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\experimental\theories\Theories.java,233,44,247,22,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,6,7,0,0,0,0,0,2,0,0,1,1,0,0,1,14,15,0,0,0,0,1,0,1,0,1,5,0,1,0,14,15,0,0,0,0,1,0,1,0,1,5,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
junit4,L5870,AnnotatedBuilderTest$OuterClass$InnerClassWithoutOwnRunWith,org.junit.internal.builders.AnnotatedBuilderTest$OuterClass$InnerClassWithoutOwnRunWith,L5861,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\builders\AnnotatedBuilderTest.java,70,9,80,10,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,1,0,1,0,0,1,0,10,11,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,10,2,2,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0
junit4,L5878,AnnotatedBuilderTest$OuterClass$InnerClassWithOwnRunWith,org.junit.internal.builders.AnnotatedBuilderTest$OuterClass$InnerClassWithOwnRunWith,L5861,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\builders\AnnotatedBuilderTest.java,82,9,93,10,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,7,0,0,0,0,1,0,1,0,1,0,0,1,0,11,12,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,10,2,2,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0
junit4,L6666,JUnit4ClassRunner$1,org.junit.internal.runners.JUnit4ClassRunner$1,L6656,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\JUnit4ClassRunner.java,50,79,54,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L6733,JUnit4ClassRunner$2,org.junit.internal.runners.JUnit4ClassRunner$2,L6729,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\JUnit4ClassRunner.java,137,64,141,10,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L6765,MethodRoadie$1,org.junit.internal.runners.MethodRoadie$1,L6756,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\MethodRoadie.java,58,53,83,10,0,0,0,0,0,0,0,0,1,2,2,4,2,0,0,2,3,0,0.0454545,1,0,0,2,0.0384615,1,0,0,0,0,0,21,22,0,0,0,0,1,0,1,0,1,11,0,1,0,25,26,0,0,0,0,2,0,2,0,2,13,0,2,0,0,0,10,2,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0
junit4,L6807,MethodRoadie$2,org.junit.internal.runners.MethodRoadie$2,L6758,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\MethodRoadie.java,87,53,91,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L6964,RuleMemberValidator$Builder,org.junit.internal.runners.rules.RuleMemberValidator$Builder,L6907,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\rules\RuleMemberValidator.java,111,5,135,6,0,0,0,0,0,0,0,0,2,0,0,4,2,1,6,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,21,25,3,0,3,0,4,0,0,0,4,8,0,0,0,21,25,3,0,3,0,4,0,0,0,4,8,0,0,0,0,0,12,0,4,0,0,4,1,0,0,0,11,0,0,0,0,0,0,0,0,0
junit4,L6935,RuleMemberValidator$MemberMustBeNonStaticOrAlsoClassRule,org.junit.internal.runners.rules.RuleMemberValidator$MemberMustBeNonStaticOrAlsoClassRule,L6907,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\rules\RuleMemberValidator.java,166,5,186,6,0,0,0,0,0,0,0,0,1,2,2,5,6,0,0,4,5,0.5,0.347826,8,3,1,1,0.347826,8,1,1,0,0,1,15,21,0,0,0,0,1,0,1,0,1,8,0,1,0,15,21,0,0,0,0,1,0,1,0,1,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
junit4,L6922,RuleMemberValidator$MemberMustBeStatic,org.junit.internal.runners.rules.RuleMemberValidator$MemberMustBeStatic,L6907,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\rules\RuleMemberValidator.java,191,5,198,6,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,2,3,0.5,0.272727,3,3,1,1,0.272727,3,1,1,0,0,1,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
junit4,L6919,RuleMemberValidator$DeclaringClassMustBePublic,org.junit.internal.runners.rules.RuleMemberValidator$DeclaringClassMustBePublic,L6907,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\rules\RuleMemberValidator.java,203,5,214,6,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,2,4,0.5,0.214286,3,3,1,1,0.214286,3,1,1,0,0,1,11,12,0,0,0,0,2,0,1,0,2,3,0,1,0,11,12,0,0,0,0,2,0,1,0,2,3,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
junit4,L6925,RuleMemberValidator$MemberMustBePublic,org.junit.internal.runners.rules.RuleMemberValidator$MemberMustBePublic,L6907,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\rules\RuleMemberValidator.java,219,5,226,6,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,2,3,0.5,0.272727,3,3,1,1,0.272727,3,1,1,0,0,1,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
junit4,L6938,RuleMemberValidator$FieldMustBeARule,org.junit.internal.runners.rules.RuleMemberValidator$FieldMustBeARule,L6907,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\rules\RuleMemberValidator.java,231,5,238,6,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,2,3,0.5,0.272727,3,3,1,1,0.272727,3,1,1,0,0,1,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
junit4,L6950,RuleMemberValidator$MethodMustBeARule,org.junit.internal.runners.rules.RuleMemberValidator$MethodMustBeARule,L6907,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\rules\RuleMemberValidator.java,244,5,251,6,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,2,3,0.5,0.333333,4,4,1,1,0.333333,4,1,1,0,0,1,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
junit4,L6945,RuleMemberValidator$MethodMustBeATestRule,org.junit.internal.runners.rules.RuleMemberValidator$MethodMustBeATestRule,L6907,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\rules\RuleMemberValidator.java,256,5,264,6,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,2,3,0.5,0.25,3,3,1,1,0.25,3,1,1,0,0,1,9,9,0,0,0,0,1,0,1,0,1,2,0,1,0,9,9,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
junit4,L6928,RuleMemberValidator$FieldMustBeATestRule,org.junit.internal.runners.rules.RuleMemberValidator$FieldMustBeATestRule,L6907,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\rules\RuleMemberValidator.java,269,5,278,6,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,2,3,0.5,0.25,3,3,1,1,0.25,3,1,1,0,0,1,9,10,0,0,0,0,1,0,1,0,1,2,0,1,0,9,10,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
junit4,L7133,FailOnTimeout$Builder,org.junit.internal.runners.statements.FailOnTimeout$Builder,L7123,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\statements\FailOnTimeout.java,58,5,117,6,0,0,0,0,0,0,0,0,3,1,1,7,2,4,7,1,5,1,0.540984,33,33,4,0,0.540984,33,0,0,0,0,0,28,60,3,0,3,0,4,0,3,0,4,12,0,3,0,28,60,3,0,3,0,4,0,3,0,4,12,0,3,0,0,2,3,0,2,0,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0
junit4,L7174,FailOnTimeout$CallableStatement,org.junit.internal.runners.statements.FailOnTimeout$CallableStatement,L7123,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\statements\FailOnTimeout.java,282,5,300,6,0,0,0,0,0,0,0,0,1,1,1,4,2,1,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,17,19,1,0,1,0,2,0,2,0,2,7,0,2,0,17,19,1,0,1,0,2,0,2,0,2,7,0,2,0,0,0,7,3,2,0,0,1,0,0,0,3,7,0,1,0,0,0,0,0,0,0
junit4,L7347,ExpectExceptionTest$PassingStatement,org.junit.internal.runners.statements.ExpectExceptionTest$PassingStatement,L7323,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\runners\statements\ExpectExceptionTest.java,71,5,75,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0.2,1,0,0,2,0.2,1,1,1,0,0,1,4,5,0,0,0,0,1,0,1,0,1,0,0,1,0,4,5,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
junit4,L7341,ExpectExceptionTest$SomeException,org.junit.internal.runners.statements.ExpectExceptionTest$SomeException,L7323,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\runners\statements\ExpectExceptionTest.java,77,5,81,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
junit4,L7335,ExpectExceptionTest$AssumptionViolatedExceptionSubclass,org.junit.internal.runners.statements.ExpectExceptionTest$AssumptionViolatedExceptionSubclass,L7323,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\runners\statements\ExpectExceptionTest.java,83,5,87,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,5,5,5,1,0,0,1,0,1,0,8,1,0,8,0,5,5,5,1,0,0,1,0,1,0,8,1,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L7361,FailOnTimeoutTest$TestStatement,org.junit.internal.runners.statements.FailOnTimeoutTest$TestStatement,L7355,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\runners\statements\FailOnTimeoutTest.java,114,5,126,6,0,0,0,0,0,0,0,0,1,1,1,2,1,3,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,11,13,2,0,2,0,1,0,1,0,1,3,0,1,0,11,13,2,0,2,0,1,0,1,0,1,3,0,1,0,0,0,5,0,2,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L7406,FailOnTimeoutTest$InfiniteLoopStatement,org.junit.internal.runners.statements.FailOnTimeoutTest$InfiniteLoopStatement,L7355,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\runners\statements\FailOnTimeoutTest.java,143,5,153,6,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,0,0.0909091,1,0,0,2,0.0909091,1,1,1,0,0,1,10,11,1,0,1,0,1,0,1,0,1,3,0,1,0,10,11,1,0,1,0,1,0,1,0,1,3,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0
junit4,L7415,FailOnTimeoutTest$StuckStatement,org.junit.internal.runners.statements.FailOnTimeoutTest$StuckStatement,L7355,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\runners\statements\FailOnTimeoutTest.java,185,5,209,6,0,0,0,0,0,0,0,0,1,1,1,5,1,1,0,0,3,0,0.136364,3,0,0,2,0.136364,3,1,1,0,0,1,19,25,0,0,0,0,3,0,1,0,3,9,0,1,0,19,25,0,0,0,0,3,0,1,0,3,9,0,1,0,0,0,9,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
junit4,L7509,ErrorReportingRunnerTest$1,org.junit.internal.runners.ErrorReportingRunnerTest$1,L7495,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\runners\ErrorReportingRunnerTest.java,52,35,58,10,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,7,7,2,0,0,0,1,0,1,0,16,2,0,14,0,7,7,2,0,0,0,1,0,1,0,16,2,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L5874,AnnotatedBuilderTest$OuterClass$InnerClassWithoutOwnRunWith$MostInnerClass,org.junit.internal.builders.AnnotatedBuilderTest$OuterClass$InnerClassWithoutOwnRunWith$MostInnerClass,L5870,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\builders\AnnotatedBuilderTest.java,75,13,79,14,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,0,0,1,0,5,5,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,5,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
junit4,L5885,AnnotatedBuilderTest$OuterClass$InnerClassWithOwnRunWith$MostInnerClass,org.junit.internal.builders.AnnotatedBuilderTest$OuterClass$InnerClassWithOwnRunWith$MostInnerClass,L5878,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\builders\AnnotatedBuilderTest.java,88,13,92,14,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,0,0,1,0,5,5,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,5,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
junit4,L7388,FailOnTimeoutTest$1,org.junit.internal.runners.statements.FailOnTimeoutTest$1,L7375,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\runners\statements\FailOnTimeoutTest.java,95,39,101,10,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L7399,FailOnTimeoutTest$2,org.junit.internal.runners.statements.FailOnTimeoutTest$2,L7370,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\internal\runners\statements\FailOnTimeoutTest.java,105,39,111,10,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L6777,MethodRoadie$1$1,org.junit.internal.runners.MethodRoadie$1$1,L6766,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\main\java\org\junit\internal\runners\MethodRoadie.java,62,68,67,18,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,2,0,1,0,6,6,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
junit4,L8843,BlockJUnit4ClassRunnerOverrideTest$FlipBitRule$1,org.junit.rules.BlockJUnit4ClassRunnerOverrideTest$FlipBitRule$1,L8837,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\BlockJUnit4ClassRunnerOverrideTest.java,24,36,30,14,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L8895,BlockJUnit4ClassRunnerOverrideTest$OverrideTestRulesRunner$1,org.junit.rules.BlockJUnit4ClassRunnerOverrideTest$OverrideTestRulesRunner$1,L8886,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\BlockJUnit4ClassRunnerOverrideTest.java,74,44,78,14,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
